18. Septembre 2010 | 19:59:21 | 5 whitelist entries have been loaded.
18. Septembre 2010 | 19:59:21 | 4 blacklist entries have been loaded.
18. Septembre 2010 | 19:59:21 | 41 bad words have been loaded.
18. Septembre 2010 | 19:59:21 | 4 forbidden weapons have been loaded.
18. Septembre 2010 | 19:59:21 | JunkBuster has been configurated.
18. Septembre 2010 | 19:59:21 | JunkBuster has successfully been loaded.
18. Septembre 2010 | 20:03:12 | Current JunkBuster configuration:
18. Septembre 2010 | 20:03:12 | - WeaponHack = 1
18. Septembre 2010 | 20:03:12 | - MoneyHack = 1
18. Septembre 2010 | 20:03:12 | - Jetpack = 1
18. Septembre 2010 | 20:03:12 | - HealthHack = 1
18. Septembre 2010 | 20:03:12 | - ArmourHack = 1
18. Septembre 2010 | 20:03:12 | - DriveBy = 1
18. Septembre 2010 | 20:03:12 | - Spam = 0
18. Septembre 2010 | 20:03:12 | - CommandSpam = 0
18. Septembre 2010 | 20:03:12 | - BadWords = 0
18. Septembre 2010 | 20:03:12 | - CarJackHack = 1
18. Septembre 2010 | 20:03:12 | - TeleportHack = 1
18. Septembre 2010 | 20:03:12 | - MaxPing = 500
18. Septembre 2010 | 20:03:12 | - SpectateHack = 0
18. Septembre 2010 | 20:03:12 | - Blacklist = 1
18. Septembre 2010 | 20:03:12 | - IpBans = 1
18. Septembre 2010 | 20:03:12 | - TempBans = 1
18. Septembre 2010 | 20:03:12 | - SpawnKill = 3
18. Septembre 2010 | 20:03:12 | - CapsLock = 0
18. Septembre 2010 | 20:03:12 | - 3DSpeed = 0
18. Septembre 2010 | 20:03:12 | - MaxSpeed = 220
18. Septembre 2010 | 20:03:12 | - AdminImmunity = 1
18. Septembre 2010 | 20:03:12 | - Advertisement = 1
18. Septembre 2010 | 20:03:12 | - FreezeUpdate = 0
18. Septembre 2010 | 20:03:12 | - SpawnTime = 10
18. Septembre 2010 | 20:03:12 | - CheckpointTeleport = 1
18. Septembre 2010 | 20:03:12 | - Airbreak = 1
18. Septembre 2010 | 20:03:12 | - TankMode = 1
18. Septembre 2010 | 20:03:12 | - WarnPlayers = 0
18. Septembre 2010 | 20:03:12 | 1 IP-bans have been loaded.
18. Septembre 2010 | 20:03:12 | 1 temporary bans have been loaded.
18. Septembre 2010 | 20:03:12 | 5 whitelist entries have been loaded.
18. Septembre 2010 | 20:03:12 | 4 blacklist entries have been loaded.
18. Septembre 2010 | 20:03:12 | 41 bad words have been loaded.
18. Septembre 2010 | 20:03:12 | 4 forbidden weapons have been loaded.
18. Septembre 2010 | 20:03:12 | JunkBuster has been configurated.
18. Septembre 2010 | 20:03:12 | JunkBuster has successfully been loaded.
18. Septembre 2010 | 20:06:18 | Suspected player with teleport cheats: Markus_Dick (0), Jefferson.
18. Septembre 2010 | 20:06:44 | Suspected player with speedhack: Markus_Dick (0), 317 KM/H with Mountain Bike.
18. Septembre 2010 | 20:06:52 | Suspected player with speedhack: Markus_Dick (0), 317 KM/H with Mountain Bike.
18. Septembre 2010 | 22:29:47 | Current JunkBuster configuration:
18. Septembre 2010 | 22:29:47 | - WeaponHack = 1
18. Septembre 2010 | 22:29:47 | - MoneyHack = 1
18. Septembre 2010 | 22:29:47 | - Jetpack = 1
18. Septembre 2010 | 22:29:47 | - HealthHack = 1
18. Septembre 2010 | 22:29:47 | - ArmourHack = 1
18. Septembre 2010 | 22:29:47 | - DriveBy = 1
18. Septembre 2010 | 22:29:47 | - Spam = 0
18. Septembre 2010 | 22:29:47 | - CommandSpam = 0
18. Septembre 2010 | 22:29:47 | - BadWords = 0
18. Septembre 2010 | 22:29:47 | - CarJackHack = 1
18. Septembre 2010 | 22:29:47 | - TeleportHack = 1
18. Septembre 2010 | 22:29:47 | - MaxPing = 500
18. Septembre 2010 | 22:29:47 | - SpectateHack = 0
18. Septembre 2010 | 22:29:47 | - Blacklist = 1
18. Septembre 2010 | 22:29:47 | - IpBans = 1
18. Septembre 2010 | 22:29:47 | - TempBans = 1
18. Septembre 2010 | 22:29:47 | - SpawnKill = 3
18. Septembre 2010 | 22:29:47 | - CapsLock = 0
18. Septembre 2010 | 22:29:47 | - 3DSpeed = 0
18. Septembre 2010 | 22:29:47 | - MaxSpeed = 220
18. Septembre 2010 | 22:29:47 | - AdminImmunity = 1
18. Septembre 2010 | 22:29:47 | - Advertisement = 1
18. Septembre 2010 | 22:29:47 | - FreezeUpdate = 0
18. Septembre 2010 | 22:29:47 | - SpawnTime = 10
18. Septembre 2010 | 22:29:47 | - CheckpointTeleport = 1
18. Septembre 2010 | 22:29:47 | - Airbreak = 1
18. Septembre 2010 | 22:29:47 | - TankMode = 1
18. Septembre 2010 | 22:29:47 | - WarnPlayers = 0
18. Septembre 2010 | 22:29:47 | 1 IP-bans have been loaded.
18. Septembre 2010 | 22:29:47 | 1 temporary bans have been loaded.
18. Septembre 2010 | 22:29:47 | 5 whitelist entries have been loaded.
18. Septembre 2010 | 22:29:47 | 4 blacklist entries have been loaded.
18. Septembre 2010 | 22:29:47 | 41 bad words have been loaded.
18. Septembre 2010 | 22:29:47 | 4 forbidden weapons have been loaded.
18. Septembre 2010 | 22:29:47 | JunkBuster has been configurated.
18. Septembre 2010 | 22:29:47 | JunkBuster has successfully been loaded.
